Order_ID,Order_Item_ID,Order_Amount,Order_Category,Order_Status
ORD002734,OI002734,103.84,Personal Care,Cancelled
ORD002735,OI002735,702.99,Frozen Foods,Completed
ORD002736,OI002736,1776.6,Beverages,Completed
ORD002737,OI002737,973.79,Fruits & Vegetables,Completed
ORD002738,OI002738,680.82,Groceries,Completed
ORD002739,OI002739,1602.27,Bakery,Cancelled
ORD002740,OI002740,1063.69,Frozen Foods,Completed
ORD002741,OI002741,343.86,Frozen Foods,Cancelled
ORD002742,OI002742,1118.75,Dairy,Cancelled
ORD002743,OI002743,1141.24,Baby Care,Rejected
ORD002744,OI002744,530.29,Bakery,Completed
ORD002745,OI002745,882.34,Baby Care,Completed
ORD002746,OI002746,1169.24,Personal Care,Completed
ORD002747,OI002747,1967.57,Bakery,Cancelled
ORD002748,OI002748,902.98,Fruits & Vegetables,Completed
ORD002749,OI002749,1871.49,Beverages,Cancelled
ORD002750,OI002750,1637.87,Beverages,Completed
ORD002751,OI002751,1533.78,Household,Completed
ORD002752,OI002752,2122.8,Bakery,Completed
ORD002753,OI002753,1684.28,Household,Completed
ORD002754,OI002754,586.67,Frozen Foods,Cancelled
ORD002755,OI002755,2476.63,Dairy,Rejected
ORD002756,OI002756,1340.02,Bakery,Completed
ORD002757,OI002757,1404.72,Snacks,Cancelled
ORD002758,OI002758,1576.39,Frozen Foods,Completed
ORD002759,OI002759,764.41,Fruits & Vegetables,Completed
ORD002760,OI002760,2415.03,Beverages,Completed
ORD002761,OI002761,1183.72,Dairy,Completed
ORD002762,OI002762,1668.04,Household,Rejected
ORD002763,OI002763,1452.67,Beverages,Completed
ORD002764,OI002764,308.65,Household,Completed
ORD002765,OI002765,1634.56,Snacks,Completed
ORD002766,OI002766,2247.59,Snacks,Completed
ORD002767,OI002767,1722.26,Groceries,Cancelled
ORD002768,OI002768,1395.99,Personal Care,Completed
ORD002769,OI002769,456.71,Personal Care,Completed
ORD002770,OI002770,1946.92,Groceries,Completed
ORD002771,OI002771,1979.3,Personal Care,Completed
ORD002772,OI002772,1263.82,Bakery,Rejected
ORD002773,OI002773,199.26,Beverages,Completed
ORD002774,OI002774,387.73,Fruits & Vegetables,Completed
ORD002775,OI002775,1572.32,Fruits & Vegetables,Completed
ORD002776,OI002776,2456.75,Household,Cancelled
ORD002777,OI002777,1586.28,Beverages,Rejected
ORD002778,OI002778,928.63,Dairy,Rejected
ORD002779,OI002779,1655.18,Dairy,Completed
ORD002780,OI002780,1333.63,Frozen Foods,Completed
ORD002781,OI002781,1636.33,Fruits & Vegetables,Cancelled
ORD002782,OI002782,1464.44,Fruits & Vegetables,Completed
ORD002783,OI002783,1886.66,Beverages,Cancelled
ORD002784,OI002784,2454.67,Dairy,Completed
ORD002785,OI002785,1090.41,Household,Completed
ORD002786,OI002786,378.37,Baby Care,Completed
ORD002787,OI002787,1856.01,Fruits & Vegetables,Completed
ORD002788,OI002788,1137.26,Groceries,Completed
ORD002789,OI002789,1437.28,Personal Care,Completed
ORD002790,OI002790,2359.95,Snacks,Completed
ORD002791,OI002791,2172.38,Groceries,Cancelled
ORD002792,OI002792,1201.76,Dairy,Completed
ORD002793,OI002793,773.65,Personal Care,Cancelled
ORD002794,OI002794,806.34,Baby Care,Completed
ORD002795,OI002795,1819.37,Beverages,Rejected
ORD002796,OI002796,2398.94,Dairy,Completed
ORD002797,OI002797,542.84,Personal Care,Completed
ORD002798,OI002798,734.98,Dairy,Completed
ORD002799,OI002799,643.49,Snacks,Completed
ORD002800,OI002800,1283.99,Groceries,Completed
ORD002801,OI002801,2089.95,Beverages,Cancelled
ORD002802,OI002802,2376.31,Personal Care,Completed
ORD002803,OI002803,2019.68,Personal Care,Rejected
ORD002804,OI002804,971.76,Dairy,Completed
ORD002805,OI002805,1185.74,Household,Completed
ORD002806,OI002806,1518.08,Fruits & Vegetables,Completed
ORD002807,OI002807,1980.75,Beverages,Cancelled
ORD002808,OI002808,1915.46,Groceries,Completed
ORD002809,OI002809,280.59,Household,Cancelled
ORD002810,OI002810,2185.73,Dairy,Rejected
ORD002811,OI002811,1195.96,Groceries,Cancelled
ORD002812,OI002812,304.22,Beverages,Completed
ORD002813,OI002813,852.4,Fruits & Vegetables,Completed
ORD002814,OI002814,2267.66,Snacks,Completed
ORD002815,OI002815,2429.61,Fruits & Vegetables,Cancelled
ORD002816,OI002816,1956.25,Bakery,Cancelled
ORD002817,OI002817,2312.34,Personal Care,Rejected
ORD002818,OI002818,1190.8,Groceries,Cancelled
ORD002819,OI002819,1534.13,Fruits & Vegetables,Cancelled
ORD002820,OI002820,589.11,Bakery,Completed
ORD002821,OI002821,1770.91,Household,Completed
ORD002822,OI002822,1033.78,Beverages,Completed
ORD002823,OI002823,1893.98,Personal Care,Completed
ORD002824,OI002824,1804.3,Fruits & Vegetables,Completed
ORD002825,OI002825,2083.7,Fruits & Vegetables,Cancelled
ORD002826,OI002826,784.23,Groceries,Completed
ORD002827,OI002827,1004.52,Beverages,Completed
ORD002828,OI002828,654.16,Groceries,Completed
ORD002829,OI002829,1863.14,Snacks,Rejected
ORD002830,OI002830,302.19,Groceries,Rejected
ORD002831,OI002831,468.07,Fruits & Vegetables,Completed
ORD002832,OI002832,666.62,Groceries,Completed
ORD002833,OI002833,1569.61,Beverages,Completed
ORD002834,OI002834,1736.36,Beverages,Completed
ORD002835,OI002835,1505.82,Dairy,Rejected
ORD002836,OI002836,1437.39,Groceries,Completed
ORD002837,OI002837,1261.96,Baby Care,Completed
ORD002838,OI002838,898.52,Dairy,Completed
ORD002839,OI002839,1485.4,Bakery,Rejected
ORD002840,OI002840,1532.67,Groceries,Completed
ORD002841,OI002841,762.86,Snacks,Completed
ORD002842,OI002842,1854.92,Bakery,Completed
ORD002843,OI002843,991.18,Groceries,Cancelled
ORD002844,OI002844,-182.27,Groceries,Completed
ORD002845,OI002845,280.15,Dairy,Cancelled
ORD002846,OI002846,543.21,Personal Care,Completed
ORD002847,OI002847,894.04,Baby Care,Cancelled
ORD002848,OI002848,1876.75,Dairy,Completed
ORD002849,OI002849,728.81,Dairy,Completed
ORD002850,OI002850,1377.46,Snacks,Rejected
ORD002851,OI002851,147.05,Beverages,Completed
ORD002852,OI002852,1047.66,Frozen Foods,Completed
ORD002853,OI002853,1471.17,Groceries,Completed
ORD002854,OI002854,1210.77,Personal Care,Completed
ORD002855,OI002855,1440.51,Fruits & Vegetables,Rejected
ORD002856,OI002856,1303.78,Bakery,Cancelled
ORD002857,OI002857,1143.56,Household,Completed
ORD002858,OI002858,2017.31,Personal Care,Completed
ORD002859,OI002859,494.0,Fruits & Vegetables,Completed
ORD002860,OI002860,1661.74,Beverages,Cancelled
ORD002861,OI002861,2343.12,Groceries,Completed
ORD002862,OI002862,941.25,Fruits & Vegetables,Completed
ORD002863,OI002863,2206.78,Frozen Foods,Completed
ORD002864,OI002864,1689.32,Snacks,Completed
ORD002865,OI002865,1778.84,Fruits & Vegetables,Completed
ORD002866,OI002866,1482.51,Frozen Foods,Completed
ORD002867,OI002867,1911.43,Groceries,Cancelled
ORD002868,OI002868,1739.26,Baby Care,Completed
ORD002869,OI002869,699.59,Snacks,Completed
ORD002870,OI002870,805.69,Fruits & Vegetables,Completed
ORD002871,OI002871,1075.26,Personal Care,Completed
ORD002872,OI002872,2422.17,Bakery,Completed
ORD002873,OI002873,2163.24,Baby Care,Rejected
ORD002874,OI002874,1065.22,Household,Completed
ORD002875,OI002875,468.77,Frozen Foods,Cancelled
ORD002876,OI002876,797.9,Beverages,Completed
ORD002877,OI002877,2293.36,Beverages,Completed
ORD002878,OI002878,2401.45,Beverages,Cancelled
ORD002879,OI002879,1687.77,Beverages,Cancelled
ORD002880,OI002880,973.22,Baby Care,Cancelled
ORD002881,OI002881,457.06,Frozen Foods,Completed
ORD002882,OI002882,886.15,Beverages,Completed
ORD002883,OI002883,612.87,Frozen Foods,Completed
ORD002884,OI002884,2115.71,Dairy,Cancelled
ORD002885,OI002885,2478.95,Groceries,Completed
ORD002886,OI002886,914.3,Bakery,Cancelled
ORD002887,OI002887,1767.26,Snacks,Completed
ORD002888,OI002888,2103.27,Snacks,Rejected
ORD002889,OI002889,152.15,Bakery,Completed
ORD002890,OI002890,1176.29,Baby Care,Completed
ORD002891,OI002891,2121.19,Snacks,Completed
ORD002892,OI002892,1383.26,Frozen Foods,Cancelled
ORD002893,OI002893,119.24,Household,Completed
ORD002894,OI002894,2442.91,Beverages,Completed
ORD002895,OI002895,2177.58,Frozen Foods,Completed
ORD002896,OI002896,1608.62,Baby Care,Completed
ORD002897,OI002897,1046.12,Fruits & Vegetables,Completed
ORD002898,OI002898,1848.7,Frozen Foods,Rejected
ORD002899,OI002899,795.19,Baby Care,Completed
ORD002900,OI002900,1598.47,Personal Care,Completed
ORD002901,OI002901,1879.55,Beverages,Completed
ORD002902,OI002902,1554.73,Groceries,Completed
ORD002903,OI002903,123.96,Baby Care,Completed
ORD002904,OI002904,122.67,Household,Completed
ORD002905,OI002905,865.3,Household,Completed
ORD002906,OI002906,1899.18,Groceries,Completed
ORD002907,OI002907,1739.35,Fruits & Vegetables,Completed
ORD002908,OI002908,2333.15,Frozen Foods,Cancelled
ORD002909,OI002909,1845.4,Dairy,Cancelled
ORD002910,OI002910,2087.31,Frozen Foods,Completed
ORD002911,OI002911,2458.38,Household,Rejected
ORD002912,OI002912,1024.42,Dairy,Completed
ORD002913,OI002913,1763.21,Baby Care,Completed
ORD002914,OI002914,1608.94,Fruits & Vegetables,Completed
ORD002915,OI002915,156.43,Bakery,Completed
ORD002916,OI002916,1166.62,Snacks,Completed
ORD002917,OI002917,1527.0,Personal Care,Cancelled
ORD002918,OI002918,213.12,Beverages,Rejected
ORD002919,OI002919,1011.69,Personal Care,Rejected
ORD002920,OI002920,2374.03,Frozen Foods,Cancelled
ORD002921,OI002921,1804.42,Baby Care,Completed
ORD002922,OI002922,1451.5,Frozen Foods,Rejected
ORD002923,OI002923,2001.89,Dairy,Cancelled
ORD002924,OI002924,2186.67, Groceries ,Completed
ORD002925,OI002925,1346.51,Personal Care,Completed
ORD002926,OI002926,1931.49,Beverages,Completed
ORD002927,OI002927,399.04,Bakery,Completed
ORD002928,OI002928,2131.06,Fruits & Vegetables,Rejected
ORD002929,OI002929,1244.63,Bakery,Completed
ORD002930,OI002930,2494.79,Groceries,Completed
ORD002931,OI002931,496.99,Frozen Foods,Rejected
ORD002932,OI002932,2000.15,Personal Care,Completed
ORD002933,OI002933,811.3,Personal Care,Completed
ORD002934,OI002934,1671.81,Frozen Foods,Completed
ORD002935,OI002935,1230.07,Household,Completed
ORD002936,OI002936,345.46,Groceries,Completed
ORD002937,OI002937,1339.78,Household,Completed
ORD002938,OI002938,1728.6,Snacks,Completed
ORD002939,OI002939,995.99,Snacks,Completed
ORD002940,OI002940,1468.54,Dairy,Cancelled
ORD002941,OI002941,1663.05,Fruits & Vegetables,Rejected
ORD002942,OI002942,2397.49,Groceries,Completed
ORD002943,OI002943,155.99,Baby Care,Completed
ORD002944,OI002944,1349.48,Household,Completed
ORD002945,OI002945,966.81,Fruits & Vegetables,Completed
ORD002946,OI002946,529.26,Personal Care,Rejected
ORD002947,OI002947,1214.1,Fruits & Vegetables,Rejected
ORD002948,OI002948,1047.93,Snacks,Completed
ORD002949,OI002949,1641.6,Household,Completed
ORD002950,OI002950,869.85,Personal Care,Cancelled
ORD002951,OI002951,1591.18,Personal Care,Cancelled
ORD002952,OI002952,551.29,Baby Care,Completed
ORD002953,OI002953,787.54,Personal Care,Cancelled
ORD002954,OI002954,1954.12,Beverages,Completed
ORD002955,OI002955,1297.14,Baby Care,Completed
ORD002956,OI002956,421.71,Bakery,Completed
ORD002957,OI002957,1428.39,Baby Care,Completed
ORD002958,OI002958,2216.14,Baby Care,Rejected
ORD002959,OI002959,2442.46,Personal Care,Rejected
ORD002960,OI002960,492.88,Groceries,Completed
ORD002961,OI002961,256.34,Snacks,Completed
ORD002962,OI002962,147.67,Household,Rejected
ORD002963,OI002963,1390.03,Fruits & Vegetables,Completed
ORD002964,OI002964,1296.14,Baby Care,Cancelled
ORD002965,OI002965,844.93,Frozen Foods,Completed
ORD002966,OI002966,2383.42,Snacks,Completed
ORD002967,OI002967,1776.67,Frozen Foods,Completed
ORD002968,OI002968,2111.7,Groceries,Completed
ORD002969,OI002969,2398.99,Snacks,Rejected
ORD002970,OI002970,192.64,Beverages,Completed
ORD002971,OI002971,891.03,Personal Care,Rejected
ORD002972,OI002972,1555.73,Baby Care,Cancelled
ORD002973,OI002973,2317.47,Bakery,Rejected
ORD002974,OI002974,1202.43,Frozen Foods,Completed
ORD002975,OI002975,1935.95,Frozen Foods,Completed
ORD002976,OI002976,714.19,Dairy,Rejected
ORD002977,OI002977,2383.84,Bakery,Cancelled
ORD002978,OI002978,306.51,Bakery,Rejected
ORD002979,OI002979,121.29,Personal Care,Cancelled
ORD002980,OI002980,1825.19,Groceries,Completed
ORD002981,OI002981,2008.94,Frozen Foods,Completed
ORD002982,OI002982,2054.15,Household,Completed
ORD002983,OI002983,826.18,Beverages,Cancelled
ORD002984,OI002984,927.72,Household,Completed
ORD002985,OI002985,843.49,Household,Rejected
ORD002986,OI002986,665.45,Household,Cancelled
ORD002987,OI002987,2325.98,Bakery,Completed
ORD002988,OI002988,2272.32,Bakery,Rejected
ORD002989,OI002989,557.37,Baby Care,Completed
ORD002990,OI002990,2084.97,Bakery,Completed
ORD002991,OI002991,1010.65,Groceries,Completed
ORD002992,OI002992,1226.23,Bakery,Completed
ORD002993,OI002993,1258.72,Frozen Foods,Completed
ORD002994,OI002994,590.95,Dairy,Cancelled
ORD002995,OI002995,486.54,Personal Care,Completed
ORD002996,OI002996,2286.63,Snacks,Completed
ORD002997,OI002997,1268.76,Household,Completed
ORD002998,OI002998,843.85,Frozen Foods,Completed
ORD002999,OI002999,1726.22,Personal Care,Completed
ORD003000,OI003000,1296.23,Snacks,Cancelled
ORD003001,OI003001,1827.11,Fruits & Vegetables,Rejected
ORD003002,OI003002,1091.66,Snacks,Completed
ORD003003,OI003003,1275.61,Frozen Foods,Completed
ORD003004,OI003004,2084.74,Baby Care,Completed
ORD003005,OI003005,562.03,Dairy,Completed
ORD003006,OI003006,580.53,Snacks,Cancelled
ORD003007,OI003007,793.1,Personal Care,Completed
ORD003008,OI003008,656.6,Frozen Foods,Completed
ORD003009,OI003009,2100.37,Household,Completed
ORD003010,OI003010,1316.15,Household,Completed
ORD003011,OI003011,1292.07,Frozen Foods,Completed
ORD003012,OI003012,681.92,Bakery,Completed
ORD003013,OI003013,597.21,Groceries,Cancelled
ORD003014,OI003014,1906.42,Bakery,Completed
ORD003015,OI003015,546.38,Fruits & Vegetables,Completed
ORD003016,OI003016,1052.89,Snacks,Completed
ORD003017,OI003017,435.33,Personal Care,Cancelled
ORD003018,OI003018,1123.04,Household,Completed
ORD003019,OI003019,1182.08,Bakery,Completed
ORD003020,OI003020,2482.67,Snacks,Completed
ORD003021,OI003021,401.43,Household,Completed
ORD003022,OI003022,1019.73,Dairy,Completed
ORD003023,OI003023,522.38,Baby Care,Completed
ORD003024,OI003024,933.33,Snacks,Completed
ORD003025,OI003025,355.61,Frozen Foods,Cancelled
ORD003026,OI003026,2277.99,Fruits & Vegetables,Cancelled
ORD003027,OI003027,605.0,Bakery,Completed
ORD003028,OI003028,1907.07,Dairy,Cancelled
ORD003029,OI003029,1859.03,Baby Care,Completed
ORD003030,OI003030,1965.99,Snacks,Completed
ORD003031,OI003031,779.51,Personal Care,Rejected
ORD003032,OI003032,500.06,Groceries,Rejected
ORD003033,OI003033,1846.35,Groceries,Completed
ORD003034,OI003034,224.49,Beverages,Completed
ORD003035,OI003035,2074.42,Household,Completed
ORD003036,OI003036,849.24,Frozen Foods,Completed
ORD003037,OI003037,1091.32,Household,Completed
ORD003038,OI003038,1391.29,Beverages,Completed
ORD003039,OI003039,2365.98,Beverages,Rejected
ORD003040,OI003040,1320.7,Groceries,Completed
ORD003041,OI003041,1912.08,Personal Care,Completed
ORD003042,OI003042,1935.2,Snacks,Completed
ORD003043,OI003043,1456.65,Fruits & Vegetables,Completed
ORD003044,OI003044,1671.77,Frozen Foods,Completed
ORD003045,OI003045,1201.41,Baby Care,Completed
ORD003046,OI003046,1021.26,Baby Care,Cancelled
ORD003047,OI003047,1281.47,Baby Care,Cancelled
ORD003048,OI003048,1198.91,Dairy,Completed
ORD003049,OI003049,1125.6,Beverages,Rejected
ORD003050,OI003050,1681.67,Frozen Foods,Completed
ORD003051,OI003051,1364.33,Snacks,Completed
ORD003052,OI003052,139.72,Snacks,Completed
ORD003053,OI003053,1283.74,Frozen Foods,Completed
ORD003054,OI003054,1472.33,Fruits & Vegetables,Rejected
ORD003055,OI003055,1761.05,Fruits & Vegetables,Completed
ORD003056,OI003056,2149.36,Fruits & Vegetables,Completed
ORD003057,OI003057,133.34,Fruits & Vegetables,Completed
ORD003058,OI003058,2491.32,Beverages,Cancelled
ORD003059,OI003059,445.35,Dairy,Completed
ORD003060,OI003060,867.33,Baby Care,Completed
ORD003061,OI003061,766.73,Fruits & Vegetables,Cancelled
ORD003062,OI003062,354.52,Personal Care,Completed
ORD003063,OI003063,1153.47,Snacks,Completed
ORD003064,OI003064,788.96,Bakery,Completed
ORD003065,OI003065,1043.09,Baby Care,Completed
ORD003066,OI003066,642.1,Beverages,Completed
ORD003067,OI003067,448.66,Bakery,Completed
ORD003068,OI003068,2456.57,Beverages,Completed
ORD003069,OI003069,1357.63,Bakery,Rejected
ORD003070,OI003070,509.12,Groceries,Completed
ORD003071,OI003071,1710.16,Baby Care,Completed
ORD003072,OI003072,1120.75,Beverages,Completed
ORD003073,OI003073,249.37,Snacks,Completed
ORD003074,OI003074,2134.85,Fruits & Vegetables,Completed
ORD003075,OI003075,724.58,Frozen Foods,Cancelled
ORD003076,OI003076,581.81,Dairy,Completed
ORD003077,OI003077,1774.83,Dairy,Cancelled
ORD003078,OI003078,1466.59,Fruits & Vegetables,Rejected
ORD003079,OI003079,1898.85,Snacks,Rejected
ORD003080,OI003080,2286.15,Fruits & Vegetables,Completed
ORD003081,OI003081,107.45,Bakery,Completed
ORD003082,OI003082,890.07,Snacks,Completed
ORD003083,OI003083,1445.9,Baby Care,Cancelled
ORD003084,OI003084,2413.48,Groceries,Rejected
ORD003085,OI003085,2108.06,Household,Completed
ORD003086,OI003086,828.91,Frozen Foods,Rejected
ORD003087,OI003087,1022.11,Household,Completed
ORD003088,OI003088,445.64,Snacks,Completed
ORD003089,OI003089,1063.66,Fruits & Vegetables,Completed
ORD003090,OI003090,1155.11,Bakery,Completed
ORD003091,OI003091,1105.67,Baby Care,Completed
ORD003092,OI003092,2322.73,Bakery,Completed
ORD003093,OI003093,2299.37,Fruits & Vegetables,Rejected
ORD003094,OI003094,913.65,Personal Care,Completed
ORD003095,OI003095,504.2,Groceries,Cancelled
ORD003096,OI003096,796.34,Baby Care,Completed
ORD003097,OI003097,1252.04,Beverages,Completed
ORD003098,OI003098,2473.29,Snacks,Completed
ORD003099,OI003099,1417.96,Snacks,Completed
ORD003100,OI003100,1135.79,Frozen Foods,Completed
ORD003101,OI003101,1287.54,Groceries,Cancelled
ORD003102,OI003102,1569.59,Groceries,Completed
ORD003103,OI003103,462.0,Baby Care,Completed
ORD003104,OI003104,2167.3,Beverages,Rejected
ORD003105,OI003105,572.61,Dairy,Cancelled
ORD003106,OI003106,595.51, Fruits & Vegetables ,Cancelled
ORD003107,OI003107,1541.23,Fruits & Vegetables,Completed
ORD003108,OI003108,108.57,Dairy,Rejected
ORD003109,OI003109,2407.95,Household,Completed
ORD008204,OI008204,583.48,Baby Care,Completed
ORD003111,OI003111,2329.78,Personal Care,Completed
ORD003112,OI003112,1088.95,Baby Care,completed
ORD003113,OI003113,551.39,Snacks,Completed
ORD003114,OI003114,1659.94,Fruits & Vegetables,Completed
ORD003115,OI003115,1402.55,Fruits & Vegetables,Completed
ORD003116,OI003116,1259.43,Bakery,Completed
ORD003117,OI003117,2283.26,Snacks,Completed
ORD003118,OI003118,104.11,Dairy,Completed
ORD003119,OI003119,1809.9,Snacks,Completed
ORD003120,OI003120,879.58,Frozen Foods,Completed
ORD003121,OI003121,1721.97,Baby Care,Completed
ORD003122,OI003122,629.76,Groceries,Completed
ORD003123,OI003123,2453.23,Snacks,Rejected
ORD003124,OI003124,2114.37,Personal Care,Cancelled
ORD003125,OI003125,1606.36,Household,Cancelled
ORD003126,OI003126,1786.67,Bakery,Completed
ORD003127,OI003127,1234.03,Baby Care,Completed
ORD003128,OI003128,1669.18,Fruits & Vegetables,Completed
ORD003129,OI003129,115.89,Snacks,Cancelled
ORD003130,OI003130,2196.1,Personal Care,Completed
ORD003131,OI003131,1597.89,Baby Care,Completed
ORD003132,OI003132,1593.58,Fruits & Vegetables,Rejected
ORD003133,OI003133,1675.96,Personal Care,Rejected
ORD003134,OI003134,982.62,Fruits & Vegetables,Completed
ORD003135,OI003135,173.79,Beverages,Completed
ORD003136,OI003136,1806.2,Frozen Foods,Completed
ORD003137,OI003137,179.79,Snacks,Completed
ORD003138,OI003138,1192.53,Frozen Foods,Cancelled
ORD003139,OI003139,657.67,Fruits & Vegetables,Completed
ORD003140,OI003140,179.33,Groceries,Cancelled
ORD003141,OI003141,2299.54,Personal Care,Completed
ORD003142,OI003142,1266.0,Baby Care,Completed
ORD003143,OI003143,1944.81,Household,Rejected
ORD003144,OI003144,1699.56,Dairy,Completed
ORD003145,OI003145,379.8,Beverages,Completed
ORD003146,OI003146,2175.55,Groceries,Completed
ORD003147,OI003147,889.97,Frozen Foods,Completed
ORD003148,OI003148,994.02,Fruits & Vegetables,Completed
ORD003149,OI003149,1785.79,Bakery,Cancelled
ORD003150,OI003150,1842.77,Household,Completed
ORD003151,OI003151,492.09,Personal Care,Completed
ORD003152,OI003152,1613.5,Personal Care,Completed
ORD003153,OI003153,1191.97,Household,Rejected
ORD003154,OI003154,1825.56,Household,Rejected
ORD003155,OI003155,463.61,Beverages,Completed
ORD003156,OI003156,2335.13,Personal Care,Completed
ORD003157,OI003157,1733.0,Fruits & Vegetables,Rejected
ORD003158,OI003158,514.51,Beverages,Cancelled
ORD003159,OI003159,135.0,Fruits & Vegetables,Rejected
ORD003160,OI003160,2439.67,Baby Care,Rejected
ORD003161,OI003161,1054.14,Groceries,Completed
ORD003162,OI003162,1332.72,Dairy,Rejected
ORD003163,OI003163,761.98,Household,Completed
ORD003164,OI003164,2162.88,Personal Care,Completed
ORD003165,OI003165,1890.05,Fruits & Vegetables,Completed
ORD003166,OI003166,1821.38,Baby Care,Completed
ORD003167,OI003167,2145.75,Personal Care,Cancelled
ORD003168,OI003168,1641.3,Frozen Foods,Cancelled
ORD003169,OI003169,1038.39,Personal Care,Rejected
ORD003170,OI003170,2098.23,Fruits & Vegetables,Cancelled
ORD003171,OI003171,360.41,Groceries,Completed
ORD003172,OI003172,1504.73,Fruits & Vegetables,Completed
ORD003173,OI003173,360.69,Beverages,Cancelled
ORD003174,OI003174,819.0,Fruits & Vegetables,Completed
ORD003175,OI003175,2062.52,Baby Care,Rejected
ORD003176,OI003176,887.29,Bakery,Completed
ORD003177,OI003177,1077.43,Dairy,Rejected
ORD003178,OI003178,1697.25,Snacks,Completed
ORD003179,OI003179,138.74,Groceries,Completed
ORD003180,OI003180,1577.55,Groceries,Completed
ORD003181,OI003181,520.43,Snacks,Completed
ORD003182,OI003182,722.86,Personal Care,Rejected
ORD003183,OI003183,1997.6,Fruits & Vegetables,Completed
ORD003184,OI003184,1861.04,Household,Completed
ORD003185,OI003185,213.39,Frozen Foods,Completed
ORD003186,OI003186,2148.26,Groceries,Completed
ORD003187,OI003187,1051.88,Frozen Foods,Completed
ORD003188,OI003188,1202.6,Fruits & Vegetables,Completed
ORD003189,OI003189,735.03,Beverages,Completed
ORD003190,OI003190,1123.54,Snacks,Completed
ORD003191,OI003191,616.46,Fruits & Vegetables,Completed
ORD003192,OI003192,297.03,Frozen Foods,Completed
ORD003193,OI003193,1978.69,Personal Care,Completed
ORD003194,OI003194,1774.21,Frozen Foods,Rejected
ORD003195,OI003195,201.96,Frozen Foods,Rejected
ORD003196,OI003196,792.29,Bakery,Rejected
ORD003197,OI003197,2243.04,Dairy,Completed
ORD003198,OI003198,2164.66,Household,Rejected
ORD003199,OI003199,1553.67,Beverages,Completed
ORD003200,OI003200,747.52,Baby Care,Completed
ORD003201,OI003201,1848.31,Baby Care,Completed
ORD003202,OI003202,2028.6,Personal Care,Completed
ORD003203,OI003203,968.96,Household,Completed
ORD003204,OI003204,683.5,Personal Care,Cancelled
ORD003205,OI003205,1444.52,Baby Care,Cancelled
ORD003206,OI003206,2387.9,Beverages,Completed
ORD003207,OI003207,1372.44,Bakery,Rejected
ORD003208,OI003208,881.84,Fruits & Vegetables,Rejected
ORD003209,OI003209,1691.1,Beverages,Completed
ORD003210,OI003210,2143.76,Bakery,Cancelled
ORD003211,OI003211,365.31,Bakery,Rejected
ORD003212,OI003212,-2173.77,Snacks,Rejected
ORD003213,OI003213,709.06,Snacks,Completed
ORD003214,OI003214,2231.01,Baby Care,Rejected
ORD003215,OI003215,1049.6,Bakery,Completed
ORD003216,OI003216,2193.17,Bakery,Completed
ORD003217,OI003217,1826.08,Baby Care,Rejected
ORD003218,OI003218,1135.89,Frozen Foods,Cancelled
ORD003219,OI003219,1272.0,Baby Care,Cancelled
ORD003220,OI003220,1696.41,Groceries,Completed
ORD003221,OI003221,267.78,Frozen Foods,Completed
ORD003222,OI003222,1003.74,Dairy,Cancelled
ORD003223,OI003223,1989.4,Personal Care,Cancelled
ORD003224,OI003224,1199.01,Groceries,Completed
ORD003225,OI003225,152.82,Dairy,Completed
ORD003226,OI003226,472.18,Frozen Foods,Rejected
ORD003227,OI003227,519.15,Frozen Foods,Completed
ORD003228,OI003228,1529.84,Beverages,Completed
ORD003229,OI003229,1390.32,Household,Rejected
ORD003230,OI003230,1198.06,Personal Care,Completed
ORD003231,OI003231,300.47,Bakery,Completed
ORD003232,OI003232,422.5,Household,Completed
ORD003233,OI003233,289.7,Baby Care,Completed
ORD003234,OI003234,546.85,Personal Care,Rejected
ORD003235,OI003235,872.66,Groceries,Completed
ORD003236,OI003236,1128.56,Baby Care,Completed
ORD003237,OI003237,964.75,Frozen Foods,Rejected
ORD003238,OI003238,2243.33,Household,Completed
ORD003239,OI003239,2033.65,Baby Care,Completed
ORD003240,OI003240,289.88,Bakery,Completed
ORD003241,OI003241,1783.8,Fruits & Vegetables,Rejected
ORD003242,OI003242,2236.49,Fruits & Vegetables,Completed
ORD003243,OI003243,827.1,Household,Completed
ORD003244,OI003244,810.51,Bakery,Cancelled
ORD003245,OI003245,643.33,Groceries,Completed
ORD003246,OI003246,1376.42,Personal Care,Completed
ORD003247,OI003247,2279.65,Household,Completed
ORD003248,OI003248,1443.5,Beverages,Completed
ORD003249,OI003249,1095.8,Household,Cancelled
ORD003250,OI003250,2343.07,Frozen Foods,Completed
ORD003251,OI003251,633.38,Household,Completed
ORD003252,OI003252,2354.18,Beverages,Completed
ORD003253,OI003253,1205.2,Snacks,Completed
ORD003254,OI003254,895.33,Beverages,Completed
ORD003255,OI003255,2149.38,Groceries,Cancelled
ORD003256,OI003256,1574.87,Baby Care,Completed
ORD003257,OI003257,1420.66,Groceries,Completed
ORD003258,OI003258,717.04,Snacks,Completed
ORD003259,OI003259,1835.49,Beverages,Completed
ORD003260,OI003260,1671.83,Baby Care,Completed
ORD003261,OI003261,163.39,Groceries,Completed
ORD003262,OI003262,1615.15,Fruits & Vegetables,Completed
ORD003263,OI003263,2220.22,Bakery,Rejected
ORD003264,OI003264,2357.46,Snacks,Rejected
ORD003265,OI003265,2075.38,Groceries,Rejected
